direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
crpc_to_bnss,405,The original judgment shall be filed with the record of the proceedings and,364,Judgment when to be translated. —The original judgment shall be filed with the record of the,auto,"shared_keywords=['filed', 'judgment', 'original', 'record']; title_jaccard=0.67"
bnss_to_crpc,406,"In cases tried by the Court of Session or a Chief Judicial Magistrate, the Court or",365,Court of Session to send copy of finding and sentence to District Magistrate.—In cases tried by the Court,auto,"shared_keywords=['cases', 'magistrate', 'session', 'tried']; title_jaccard=0.36"
crpc_to_bnss,406,"In cases tried by the Court of Session or a Chief Judicial Magistrate, the Court or",365,Court of Session to send copy of finding and sentence to District Magistrate.—In cases tried by the Court,auto,"shared_keywords=['cases', 'magistrate', 'session', 'tried']; title_jaccard=0.36"
bnss_to_crpc,407,"When the Court of Session passes a sentence of death, the proceedings shall",366,Sentence of death to be submitted by Court of Session for confirmation. —(1) When the Court of,auto,"shared_keywords=['death', 'sentence', 'session']; title_jaccard=0.43"
crpc_to_bnss,407,"When the Court of Session passes a sentence of death, the proceedings shall",366,Sentence of death to be submitted by Court of Session for confirmation. —(1) When the Court of,auto,"shared_keywords=['death', 'sentence', 'session']; title_jaccard=0.43"
bnss_to_crpc,411,Where any such case is heard before a Bench of Judges and such Judges are,370,Procedure in case of difference of opinion. —Where any such case is heard before a Bench of Judges and,auto,"shared_keywords=['before', 'bench', 'case', 'heard', 'judges']; title_jaccard=0.71"
crpc_to_bnss,411,Where any such case is heard before a Bench of Judges and such Judges are,370,Procedure in case of difference of opinion. —Where any such case is heard before a Bench of Judges and,auto,"shared_keywords=['before', 'bench', 'case', 'heard', 'judges']; title_jaccard=0.71"
bnss_to_crpc,412,In cases submitted by the Court of Session to the High Court for the confirmation,371,Procedure in cases submitted to High Court for confirmation. —In cases submitted by the Court of,auto,"shared_keywords=['cases', 'confirmation', 'high', 'submitted']; title_jaccard=0.80"
crpc_to_bnss,412,In cases submitted by the Court of Session to the High Court for the confirmation,371,Procedure in cases submitted to High Court for confirmation. —In cases submitted by the Court of,auto,"shared_keywords=['cases', 'confirmation', 'high', 'submitted']; title_jaccard=0.80"
bnss_to_crpc,413,No appeal to lie unless otherwise provided.—No appeal shall lie from any judgment or order of,372,No appeal to lie unless otherwise provided. —No appeal shall lie from any judgment or order of a,manual,manual: no appeal unless otherwise provided (CrPC §372 → BNSS §413)
crpc_to_bnss,413,No appeal to lie unless otherwise provided.—No appeal shall lie from any judgment or order of,372,No appeal to lie unless otherwise provided. —No appeal shall lie from any judgment or order of a,manual,manual: no appeal unless otherwise provided (CrPC §372 → BNSS §413)
bnss_to_crpc,415,Any person convicted on a trial held by a High Court in its extraordinary,374,Appeals from convictions.—(1) Any person convicted on a trial held by a High Court in its extraordinary,auto,"shared_keywords=['convicted', 'extraordinary', 'held', 'high', 'trial']; title_jaccard=0.71"
crpc_to_bnss,415,Any person convicted on a trial held by a High Court in its extraordinary,374,Appeals from convictions.—(1) Any person convicted on a trial held by a High Court in its extraordinary,auto,"shared_keywords=['convicted', 'extraordinary', 'held', 'high', 'trial']; title_jaccard=0.71"
bnss_to_crpc,416,"Notwithstanding anything in section 415, where an accused person has pleaded",375,No appeal in certain cases when accused pleads guilty.—Notwithstanding anything contained in section,auto,"shared_keywords=['accused', 'anything', 'notwithstanding']; title_jaccard=0.30"
crpc_to_bnss,416,"Notwithstanding anything in section 415, where an accused person has pleaded",375,No appeal in certain cases when accused pleads guilty.—Notwithstanding anything contained in section,auto,"shared_keywords=['accused', 'anything', 'notwithstanding']; title_jaccard=0.30"
bnss_to_crpc,417,"Notwithstanding anything in section 415, there shall be no appeal by a convicted",376,"No appeal in petty cases.—Notwithstanding anything contained in section 374, there shall be no appeal",auto,"shared_keywords=['anything', 'appeal', 'notwithstanding', 'there']; title_jaccard=0.50"
crpc_to_bnss,417,"Notwithstanding anything in section 415, there shall be no appeal by a convicted",376,"No appeal in petty cases.—Notwithstanding anything contained in section 374, there shall be no appeal",auto,"shared_keywords=['anything', 'appeal', 'notwithstanding', 'there']; title_jaccard=0.50"
bnss_to_crpc,418,"Save as otherwise provided in sub-section (2), the State Government may, in",377,"Appeal by the State Government against sentence. —(1) Save as otherwise provided in sub -section (2),",auto,"shared_keywords=['government', 'otherwise', 'provided', 'save', 'state']; title_jaccard=0.62"
crpc_to_bnss,418,"Save as otherwise provided in sub-section (2), the State Government may, in",377,"Appeal by the State Government against sentence. —(1) Save as otherwise provided in sub -section (2),",auto,"shared_keywords=['government', 'otherwise', 'provided', 'save', 'state']; title_jaccard=0.62"
bnss_to_crpc,419,"Save as otherwise provided in sub-section (2), and subject to the provisions",378,"Appeal in case of acquittal. —5[(1) Save as otherwise provided in sub -section (2), and subject to the",auto,"shared_keywords=['otherwise', 'provided', 'save', 'subject']; title_jaccard=0.50"
crpc_to_bnss,419,"Save as otherwise provided in sub-section (2), and subject to the provisions",378,"Appeal in case of acquittal. —5[(1) Save as otherwise provided in sub -section (2), and subject to the",auto,"shared_keywords=['otherwise', 'provided', 'save', 'subject']; title_jaccard=0.50"
bnss_to_crpc,420,"Where the High Court has, on appeal, reversed an order of acquittal of an",390,"Arrest of accused in appeal from acquittal. —When an appeal is presented under section 378, the High",auto,"shared_keywords=['acquittal', 'appeal', 'high']; title_jaccard=0.43"
crpc_to_bnss,420,"Where the High Court has, on appeal, reversed an order of acquittal of an",390,"Arrest of accused in appeal from acquittal. —When an appeal is presented under section 378, the High",auto,"shared_keywords=['acquittal', 'appeal', 'high']; title_jaccard=0.43"
bnss_to_crpc,422,"Subject to the provisions of sub-section ( 2), an appeal to the Court of",381,"Appeal to Court of Session how heard. —(1) Subject to the provisions of sub-section (2), an appeal to the",auto,"shared_keywords=['appeal', 'provisions', 'subject']; title_jaccard=0.60"
crpc_to_bnss,422,"Subject to the provisions of sub-section ( 2), an appeal to the Court of",381,"Appeal to Court of Session how heard. —(1) Subject to the provisions of sub-section (2), an appeal to the",auto,"shared_keywords=['appeal', 'provisions', 'subject']; title_jaccard=0.60"
bnss_to_crpc,423,Every appeal shall be made in the form of a petition in writing presented by the,382,Petition of appeal. —Every appeal shall be made in the form of a petition in writing presented by the,auto,"shared_keywords=['appeal', 'form', 'made', 'petition', 'presented', 'writing']; title_jaccard=1.00"
crpc_to_bnss,423,Every appeal shall be made in the form of a petition in writing presented by the,382,Petition of appeal. —Every appeal shall be made in the form of a petition in writing presented by the,auto,"shared_keywords=['appeal', 'form', 'made', 'petition', 'presented', 'writing']; title_jaccard=1.00"
bnss_to_crpc,424,"If the appellant is in jail, he may present his petition of appeal and the copies",383,"Procedure when appellan t in jail. —If the appellant is in jail, he may present his petition of appeal and",auto,"shared_keywords=['appeal', 'appellant', 'jail', 'petition', 'present']; title_jaccard=0.71"
crpc_to_bnss,424,"If the appellant is in jail, he may present his petition of appeal and the copies",383,"Procedure when appellan t in jail. —If the appellant is in jail, he may present his petition of appeal and",auto,"shared_keywords=['appeal', 'appellant', 'jail', 'petition', 'present']; title_jaccard=0.71"
bnss_to_crpc,425,If upon examining the petition of appeal and copy of the judgment received,384,Summary dismissal of appeal. —(1) If upon examining the petition of appeal and copy of the judgment,auto,"shared_keywords=['appeal', 'copy', 'examining', 'judgment', 'petition']; title_jaccard=0.62"
crpc_to_bnss,425,If upon examining the petition of appeal and copy of the judgment received,384,Summary dismissal of appeal. —(1) If upon examining the petition of appeal and copy of the judgment,auto,"shared_keywords=['appeal', 'copy', 'examining', 'judgment', 'petition']; title_jaccard=0.62"
bnss_to_crpc,426,"If the Appellate Court does not dismiss the appeal summarily, it shall cause",385,Procedure for hearing appeals not dismissed summarily. —(1) If the Appellate Court does not dismiss,auto,"shared_keywords=['appellate', 'dismiss', 'does', 'summarily']; title_jaccard=0.44"
crpc_to_bnss,426,"If the Appellate Court does not dismiss the appeal summarily, it shall cause",385,Procedure for hearing appeals not dismissed summarily. —(1) If the Appellate Court does not dismiss,auto,"shared_keywords=['appellate', 'dismiss', 'does', 'summarily']; title_jaccard=0.44"
bnss_to_crpc,427,"After perusing such record and hearing the appellant or his advocate, if he",386,"Powers of the Appellate Court. —After perusing such record and hearing the appellant or his pl eader, if",auto,"shared_keywords=['after', 'appellant', 'hearing', 'perusing', 'record']; title_jaccard=0.62"
crpc_to_bnss,427,"After perusing such record and hearing the appellant or his advocate, if he",386,"Powers of the Appellate Court. —After perusing such record and hearing the appellant or his pl eader, if",auto,"shared_keywords=['after', 'appellant', 'hearing', 'perusing', 'record']; title_jaccard=0.62"
bnss_to_crpc,428,The rules contained in Chapter XXVIII as to the judgment of a Criminal Court of,387,Judgments of Subordinate Appellate Court. —The rules contained in Chapter XXVII as to the judgment,auto,"shared_keywords=['chapter', 'contained', 'judgment', 'rules']; title_jaccard=0.40"
crpc_to_bnss,428,The rules contained in Chapter XXVIII as to the judgment of a Criminal Court of,387,Judgments of Subordinate Appellate Court. —The rules contained in Chapter XXVII as to the judgment,auto,"shared_keywords=['chapter', 'contained', 'judgment', 'rules']; title_jaccard=0.40"
bnss_to_crpc,429,"Whenever a case is decided on appeal by the High Court under this Chapter,",388,Order of High Court on appeal to be certified to lower Court. —(1) Whenever a case is decided on,auto,"shared_keywords=['appeal', 'case', 'decided', 'high', 'whenever']; title_jaccard=0.62"
crpc_to_bnss,429,"Whenever a case is decided on appeal by the High Court under this Chapter,",388,Order of High Court on appeal to be certified to lower Court. —(1) Whenever a case is decided on,auto,"shared_keywords=['appeal', 'case', 'decided', 'high', 'whenever']; title_jaccard=0.62"
bnss_to_crpc,432,"In dealing with any appeal under this Chapter, the Appellate Court, if it thinks",391,Appellate Court may take further evidence or direct it to be taken. —(1) In dealing with any appeal,auto,"shared_keywords=['appeal', 'appellate', 'dealing']; title_jaccard=0.30"
crpc_to_bnss,432,"In dealing with any appeal under this Chapter, the Appellate Court, if it thinks",391,Appellate Court may take further evidence or direct it to be taken. —(1) In dealing with any appeal,auto,"shared_keywords=['appeal', 'appellate', 'dealing']; title_jaccard=0.30"
bnss_to_crpc,434,Judgments and orders passed by an Appellate Court upon an appeal shall be,393,Finality of judgments and orders on appeal. —Judgments and orders passed by an Appellate Court upon,auto,"shared_keywords=['appeal', 'appellate', 'judgments', 'orders', 'passed']; title_jaccard=0.83"
crpc_to_bnss,434,Judgments and orders passed by an Appellate Court upon an appeal shall be,393,Finality of judgments and orders on appeal. —Judgments and orders passed by an Appellate Court upon,auto,"shared_keywords=['appeal', 'appellate', 'judgments', 'orders', 'passed']; title_jaccard=0.83"
bnss_to_crpc,435,Every other appeal under section 418 or section 419 shall finally abate on the,394,Abatement of appeals.—(1) Every other appeal under section 377 or section 378 shall finally abate on the,auto,"shared_keywords=['abate', 'appeal', 'finally']; title_jaccard=0.60"
crpc_to_bnss,435,Every other appeal under section 418 or section 419 shall finally abate on the,394,Abatement of appeals.—(1) Every other appeal under section 377 or section 378 shall finally abate on the,auto,"shared_keywords=['abate', 'appeal', 'finally']; title_jaccard=0.60"
bnss_to_crpc,436,Where any Court is satisfied that a case pending before it involves a question,395,Reference to High Court. —(1) Where any Court is satisfied that a case pending before it involves a,auto,"shared_keywords=['before', 'case', 'involves', 'satisfied']; title_jaccard=0.57"
crpc_to_bnss,436,Where any Court is satisfied that a case pending before it involves a question,395,Reference to High Court. —(1) Where any Court is satisfied that a case pending before it involves a,auto,"shared_keywords=['before', 'case', 'involves', 'satisfied']; title_jaccard=0.57"
bnss_to_crpc,437,"When a question has been so referred, the High Court shall pass such order",396,"Disposal of case according to decision of High Court. —(1) When a question has been so referred, the",auto,"shared_keywords=['high', 'question', 'referred']; title_jaccard=0.38"
crpc_to_bnss,437,"When a question has been so referred, the High Court shall pass such order",396,"Disposal of case according to decision of High Court. —(1) When a question has been so referred, the",auto,"shared_keywords=['high', 'question', 'referred']; title_jaccard=0.38"
bnss_to_crpc,438,Calling for records to exercise powers of revision.—(1) The High Court or any Sessions Judge,397,Calling for records to ex ercise powers of revision. —(1) The High Court or any Sessions Judge may call,manual,manual: revision — calling for records (CrPC §397 → BNSS §438; not CrPC §438 bail)
crpc_to_bnss,438,Calling for records to exercise powers of revision.—(1) The High Court or any Sessions Judge,397,Calling for records to ex ercise powers of revision. —(1) The High Court or any Sessions Judge may call,manual,manual: revision — calling for records (CrPC §397 → BNSS §438; not CrPC §438 bail)
bnss_to_crpc,439,"Power to order inquiry .—On examining any record under section 438 or otherwise, the High",398,"Power to order inquiry.—On examining any record under section 397 or otherwise, the High Court or the",manual,manual: revision — power to order inquiry (CrPC §398 → BNSS §439)
crpc_to_bnss,439,"Power to order inquiry .—On examining any record under section 438 or otherwise, the High",398,"Power to order inquiry.—On examining any record under section 397 or otherwise, the High Court or the",manual,manual: revision — power to order inquiry (CrPC §398 → BNSS §439)
bnss_to_crpc,440,In the case of any proceeding the record of which has been called for by,399,Sessions Judge's powers of revision.—(1) In the case of any proceeding the record of which has been,auto,"shared_keywords=['case', 'proceeding', 'record']; title_jaccard=0.43"
crpc_to_bnss,440,In the case of any proceeding the record of which has been called for by,399,Sessions Judge's powers of revision.—(1) In the case of any proceeding the record of which has been,auto,"shared_keywords=['case', 'proceeding', 'record']; title_jaccard=0.43"
bnss_to_crpc,441,An Additional Sessions Judge shall have and may exercise all the powers of a,400,Power of Additional Sessions Judge. —An Additional Sessions Judge shall have and may exercise all the,auto,"shared_keywords=['additional', 'exercise', 'judge', 'sessions']; title_jaccard=1.00"
crpc_to_bnss,441,An Additional Sessions Judge shall have and may exercise all the powers of a,400,Power of Additional Sessions Judge. —An Additional Sessions Judge shall have and may exercise all the,auto,"shared_keywords=['additional', 'exercise', 'judge', 'sessions']; title_jaccard=1.00"
bnss_to_crpc,444,"Save as otherwise expressly provided by this Sanhita, no party has any right to",403,"Option of Court to hear parties. —Save as otherwise expressly provided by this Code, no party has any",auto,"shared_keywords=['expressly', 'otherwise', 'party', 'provided', 'save']; title_jaccard=0.50"
crpc_to_bnss,444,"Save as otherwise expressly provided by this Sanhita, no party has any right to",403,"Option of Court to hear parties. —Save as otherwise expressly provided by this Code, no party has any",auto,"shared_keywords=['expressly', 'otherwise', 'party', 'provided', 'save']; title_jaccard=0.50"
bnss_to_crpc,446,When a case is revised under this Chapter by the High Court or a Sessions,405,High Court's order to be certified to lower Court. —When a case is revised under this Chapter by the,auto,"shared_keywords=['case', 'chapter', 'high', 'revised']; title_jaccard=0.57"
crpc_to_bnss,446,When a case is revised under this Chapter by the High Court or a Sessions,405,High Court's order to be certified to lower Court. —When a case is revised under this Chapter by the,auto,"shared_keywords=['case', 'chapter', 'high', 'revised']; title_jaccard=0.57"
bnss_to_crpc,447,Whenever it is made to appear to the Supreme Court that an order under this,406,Power of Supreme Court to transfer cases and appeals. —(1) Whenever it is made to appear to the,auto,"shared_keywords=['appear', 'made', 'supreme', 'whenever']; title_jaccard=0.57"
crpc_to_bnss,447,Whenever it is made to appear to the Supreme Court that an order under this,406,Power of Supreme Court to transfer cases and appeals. —(1) Whenever it is made to appear to the,auto,"shared_keywords=['appear', 'made', 'supreme', 'whenever']; title_jaccard=0.57"
bnss_to_crpc,448,Whenever it is made to appear to the High Court,407,Power of High Court to transfer cases and appeals. —(1) Whenever it is made to appear to the High,auto,"shared_keywords=['appear', 'high', 'made', 'whenever']; title_jaccard=0.57"
crpc_to_bnss,448,Whenever it is made to appear to the High Court,407,Power of High Court to transfer cases and appeals. —(1) Whenever it is made to appear to the High,auto,"shared_keywords=['appear', 'high', 'made', 'whenever']; title_jaccard=0.57"
bnss_to_crpc,449,Whenever it is made to appear to a Sessions Judge that an order under this,408,Power of Sessions Judge to transfer cases and appeals. —(1) Whenever it is made to appear to a,auto,"shared_keywords=['appear', 'judge', 'made', 'sessions', 'whenever']; title_jaccard=0.62"
crpc_to_bnss,449,Whenever it is made to appear to a Sessions Judge that an order under this,408,Power of Sessions Judge to transfer cases and appeals. —(1) Whenever it is made to appear to a,auto,"shared_keywords=['appear', 'judge', 'made', 'sessions', 'whenever']; title_jaccard=0.62"
bnss_to_crpc,450,"A Sessions Judge may withdraw any case or appeal from, or recall any case or",409,Withdrawal of cases and appeals by Session Judge.—(1) A Sessions Judge may withdraw any case or,auto,"shared_keywords=['case', 'judge', 'sessions', 'withdraw']; title_jaccard=0.40"
crpc_to_bnss,450,"A Sessions Judge may withdraw any case or appeal from, or recall any case or",409,Withdrawal of cases and appeals by Session Judge.—(1) A Sessions Judge may withdraw any case or,auto,"shared_keywords=['case', 'judge', 'sessions', 'withdraw']; title_jaccard=0.40"
bnss_to_crpc,451,"Any Chief Judicial Magistrate may withdraw any case from, or recall any case",410,Withdrawal of cases by Judicial Magistrate. —(1) Any Chief Judicial Magistrate may withdraw any case,auto,"shared_keywords=['case', 'chief', 'judicial', 'magistrate', 'withdraw']; title_jaccard=0.62"
crpc_to_bnss,451,"Any Chief Judicial Magistrate may withdraw any case from, or recall any case",410,Withdrawal of cases by Judicial Magistrate. —(1) Any Chief Judicial Magistrate may withdraw any case,auto,"shared_keywords=['case', 'chief', 'judicial', 'magistrate', 'withdraw']; title_jaccard=0.62"
bnss_to_crpc,453,"A Sessions Judge or Magistrate making an order under section 450, section 451,",412,"Reasons to be recorded. —A Sessions Judge or Magistrate making an order under section 408, section",auto,"shared_keywords=['judge', 'magistrate', 'making', 'sessions']; title_jaccard=0.67"
crpc_to_bnss,453,"A Sessions Judge or Magistrate making an order under section 450, section 451,",412,"Reasons to be recorded. —A Sessions Judge or Magistrate making an order under section 408, section",auto,"shared_keywords=['judge', 'magistrate', 'making', 'sessions']; title_jaccard=0.67"
bnss_to_crpc,454,When in a case submitted to the High Court for the confirmation of a sentence of,369,"Confirmation or new sentence to be signed by two Judges. —In every case so submitted, the",auto,"shared_keywords=['case', 'confirmation', 'sentence', 'submitted']; title_jaccard=0.57"
crpc_to_bnss,454,When in a case submitted to the High Court for the confirmation of a sentence of,369,"Confirmation or new sentence to be signed by two Judges. —In every case so submitted, the",auto,"shared_keywords=['case', 'confirmation', 'sentence', 'submitted']; title_jaccard=0.57"
bnss_to_crpc,455,"When a sentence of death is passed by the High Court in appeal or in revision,",414,Execution of sentence of death passed by High Court. —When a sentence of death is passed by the High,auto,"shared_keywords=['death', 'high', 'passed', 'sentence']; title_jaccard=0.57"
crpc_to_bnss,455,"When a sentence of death is passed by the High Court in appeal or in revision,",414,Execution of sentence of death passed by High Court. —When a sentence of death is passed by the High,auto,"shared_keywords=['death', 'high', 'passed', 'sentence']; title_jaccard=0.57"
bnss_to_crpc,457,"If a woman sentenced to death is found to be pregnant, the High Court shall",416,Postponement of capital sentence on pregnant woman. —If a woman sentenced to death is found to be,auto,"shared_keywords=['death', 'found', 'pregnant', 'sentenced', 'woman']; title_jaccard=0.56"
crpc_to_bnss,457,"If a woman sentenced to death is found to be pregnant, the High Court shall",416,Postponement of capital sentence on pregnant woman. —If a woman sentenced to death is found to be,auto,"shared_keywords=['death', 'found', 'pregnant', 'sentenced', 'woman']; title_jaccard=0.56"
bnss_to_crpc,458,"Except when otherwise provided by any law for the time being in force, the",417,Power to appoint place of imprisonment. —(1) Except when otherwise provided by any law for the time,auto,"shared_keywords=['except', 'otherwise', 'provided', 'time']; title_jaccard=0.50"
crpc_to_bnss,458,"Except when otherwise provided by any law for the time being in force, the",417,Power to appoint place of imprisonment. —(1) Except when otherwise provided by any law for the time,auto,"shared_keywords=['except', 'otherwise', 'provided', 'time']; title_jaccard=0.50"
bnss_to_crpc,459,Where the accused is sentenced to imprisonment for life or to imprisonment,418,Execution of sentence of imprisonment. —(1) Where the accused is sentenced to imprisonment for life or,auto,"shared_keywords=['accused', 'imprisonment', 'life', 'sentenced']; title_jaccard=0.67"
crpc_to_bnss,459,Where the accused is sentenced to imprisonment for life or to imprisonment,418,Execution of sentence of imprisonment. —(1) Where the accused is sentenced to imprisonment for life or,auto,"shared_keywords=['accused', 'imprisonment', 'life', 'sentenced']; title_jaccard=0.67"
bnss_to_crpc,460,Every warrant for the execution of a sentence of imprisonment shall be directed,419,Direction of warrant for execution. —Every warrant for the execution of a sentence of imprisonment,auto,"shared_keywords=['execution', 'imprisonment', 'sentence', 'warrant']; title_jaccard=0.67"
crpc_to_bnss,460,Every warrant for the execution of a sentence of imprisonment shall be directed,419,Direction of warrant for execution. —Every warrant for the execution of a sentence of imprisonment,auto,"shared_keywords=['execution', 'imprisonment', 'sentence', 'warrant']; title_jaccard=0.67"
bnss_to_crpc,461,"When the prisoner is to be confined in a jail, the warrant shall be lodged with the",420,"Warrant with whom to be lodged. —When the prisoner is to be confined in a jail, the warrant shall be",auto,"shared_keywords=['confined', 'jail', 'lodged', 'prisoner', 'warrant']; title_jaccard=1.00"
crpc_to_bnss,461,"When the prisoner is to be confined in a jail, the warrant shall be lodged with the",420,"Warrant with whom to be lodged. —When the prisoner is to be confined in a jail, the warrant shall be",auto,"shared_keywords=['confined', 'jail', 'lodged', 'prisoner', 'warrant']; title_jaccard=1.00"
bnss_to_crpc,462,"When an offender has been sentenced to pay a fine, but no such payment",421,"Warrant for levy of fine.—(1) When an offender has been sentenced to pay a fine, the Court passing the",auto,"shared_keywords=['fine', 'offender', 'sentenced']; title_jaccard=0.43"
crpc_to_bnss,462,"When an offender has been sentenced to pay a fine, but no such payment",421,"Warrant for levy of fine.—(1) When an offender has been sentenced to pay a fine, the Court passing the",auto,"shared_keywords=['fine', 'offender', 'sentenced']; title_jaccard=0.43"
bnss_to_crpc,463,A warrant issued under clause (a) of sub-section (1) of section 462 by any Court,422,Effect of such warrant.—A warrant issued under clause (a) of sub-section (1) of section 421 by any Court,auto,"shared_keywords=['clause', 'issued', 'warrant']; title_jaccard=0.75"
crpc_to_bnss,463,A warrant issued under clause (a) of sub-section (1) of section 462 by any Court,422,Effect of such warrant.—A warrant issued under clause (a) of sub-section (1) of section 421 by any Court,auto,"shared_keywords=['clause', 'issued', 'warrant']; title_jaccard=0.75"
bnss_to_crpc,464,Notwithstanding anything contained in this Sanhita or in any other law for the,185,Power to order cases to be tried in different sessions divisions.—Notwithstanding anything contained in,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
crpc_to_bnss,464,Notwithstanding anything contained in this Sanhita or in any other law for the,185,Power to order cases to be tried in different sessions divisions.—Notwithstanding anything contained in,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
bnss_to_crpc,465,When an offender has been sentenced to fine only and to imprisonment in,424,Suspension of execution of sentence of imprisonment. —(1) When an offender has been sentenced to,auto,"shared_keywords=['imprisonment', 'offender', 'sentenced']; title_jaccard=0.38"
crpc_to_bnss,465,When an offender has been sentenced to fine only and to imprisonment in,424,Suspension of execution of sentence of imprisonment. —(1) When an offender has been sentenced to,auto,"shared_keywords=['imprisonment', 'offender', 'sentenced']; title_jaccard=0.38"
bnss_to_crpc,466,Every warrant for the execution of a sentence may be issued either by the Judge,425,Who may issue warrant. —Every warrant for the execution of a sentence may be issued either by the,auto,"shared_keywords=['either', 'execution', 'issued', 'sentence', 'warrant']; title_jaccard=0.71"
crpc_to_bnss,466,Every warrant for the execution of a sentence may be issued either by the Judge,425,Who may issue warrant. —Every warrant for the execution of a sentence may be issued either by the,auto,"shared_keywords=['either', 'execution', 'issued', 'sentence', 'warrant']; title_jaccard=0.71"
bnss_to_crpc,467,"When a sentence of death, imprisonment for life or fine is passed under this",426,"Sentence on escaped convict when to take effect. —(1) When a sentence of death, imprisonment for life",auto,"shared_keywords=['death', 'imprisonment', 'life', 'sentence']; title_jaccard=0.40"
crpc_to_bnss,467,"When a sentence of death, imprisonment for life or fine is passed under this",426,"Sentence on escaped convict when to take effect. —(1) When a sentence of death, imprisonment for life",auto,"shared_keywords=['death', 'imprisonment', 'life', 'sentence']; title_jaccard=0.40"
bnss_to_crpc,468,When a person already undergoing a sentence of imprisonment is sentenced,427,Sentence on offender already sentenced for another offence. —(1) When a person already undergoing a,auto,"shared_keywords=['already', 'sentence', 'sentenced', 'undergoing']; title_jaccard=0.50"
crpc_to_bnss,468,When a person already undergoing a sentence of imprisonment is sentenced,427,Sentence on offender already sentenced for another offence. —(1) When a person already undergoing a,auto,"shared_keywords=['already', 'sentence', 'sentenced', 'undergoing']; title_jaccard=0.50"
bnss_to_crpc,470,Nothing in section 467 or section 468 shall be held to excuse any person from,429,Saving.—(1) Nothing in section 426 or section 427 shall be held to excuse any person from any part of the,auto,"shared_keywords=['excuse', 'held', 'nothing']; title_jaccard=0.60"
crpc_to_bnss,470,Nothing in section 467 or section 468 shall be held to excuse any person from,429,Saving.—(1) Nothing in section 426 or section 427 shall be held to excuse any person from any part of the,auto,"shared_keywords=['excuse', 'held', 'nothing']; title_jaccard=0.60"
bnss_to_crpc,471,"When a sentence has been fully executed, the officer executing it shall return the",430,"Return of warrant on execution of sentence. —When a sentence has been fully executed, the officer",auto,"shared_keywords=['executed', 'fully', 'officer', 'return', 'sentence']; title_jaccard=0.62"
crpc_to_bnss,471,"When a sentence has been fully executed, the officer executing it shall return the",430,"Return of warrant on execution of sentence. —When a sentence has been fully executed, the officer",auto,"shared_keywords=['executed', 'fully', 'officer', 'return', 'sentence']; title_jaccard=0.62"
bnss_to_crpc,472,Any money (other than a fine) payable by virtue of any order made under this,431,Money ordered to be paid recoverable as a fine. —Any money (other than a fine) payable by virtue of,auto,"shared_keywords=['fine', 'money', 'payable', 'than', 'virtue']; title_jaccard=0.56"
crpc_to_bnss,472,Any money (other than a fine) payable by virtue of any order made under this,431,Money ordered to be paid recoverable as a fine. —Any money (other than a fine) payable by virtue of,auto,"shared_keywords=['fine', 'money', 'payable', 'than', 'virtue']; title_jaccard=0.56"
bnss_to_crpc,475,"The appropriate Government may, without the consent of the person sentenced,",433,"Power to commute sentence. —The appropriate Government may, without the consent of the person",auto,"shared_keywords=['appropriate', 'consent', 'government', 'without']; title_jaccard=0.57"
crpc_to_bnss,475,"The appropriate Government may, without the consent of the person sentenced,",433,"Power to commute sentence. —The appropriate Government may, without the consent of the person",auto,"shared_keywords=['appropriate', 'consent', 'government', 'without']; title_jaccard=0.57"
bnss_to_crpc,476,"Notwithstanding anything contained in section 474, where a sentence of",473,Extension of period of limitation in certain cases. —Notwithstanding anything contained in the,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
crpc_to_bnss,476,"Notwithstanding anything contained in section 474, where a sentence of",473,Extension of period of limitation in certain cases. —Notwithstanding anything contained in the,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
bnss_to_crpc,480,When any person other than a person accused of a non-bailable offence is,437,"When bail may be taken in case of non -bailable offence.—5[(1) When any person accused of, or",auto,"shared_keywords=['accused', 'bailable', 'offence']; title_jaccard=0.43"
crpc_to_bnss,480,When any person other than a person accused of a non-bailable offence is,437,"When bail may be taken in case of non -bailable offence.—5[(1) When any person accused of, or",auto,"shared_keywords=['accused', 'bailable', 'offence']; title_jaccard=0.43"
bnss_to_crpc,482,Direction for grant of bail to person apprehending arrest .—(1) When any person has reason,438,Direction for grant of ba il to person apprehending arrest .—(1) When any person has reason to believe,manual,manual: anticipatory bail (CrPC §438 → BNSS §482; not BNSS §438 revision)
crpc_to_bnss,482,Direction for grant of bail to person apprehending arrest .—(1) When any person has reason,438,Direction for grant of ba il to person apprehending arrest .—(1) When any person has reason to believe,manual,manual: anticipatory bail (CrPC §438 → BNSS §482; not BNSS §438 revision)
bnss_to_crpc,483,"Before conclusion of the trial and before disposal of the appeal, the Court",452,Order for disposal of property at conclusion of trial. —(1) When an inquiry or trial in any Criminal,auto,"shared_keywords=['conclusion', 'disposal', 'trial']; title_jaccard=0.38"
