direction,bns_section_id,bns_title,ipc_section_id,ipc_title,bridge_kind,mapping_note
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",364,Kidnapping or abducting in order to murder,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",364a,"Kidnapping for ransom, etc.",auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person.",365,Kidnapping or abducting with intent secretly and wrongfully to confine a person,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",366,Kidnapping or abducting a woman to compel her marriage or to cause her defilement etc.,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",366a,Procuration of minor girl,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,141,Importation of girl or boy from foreign country,366b,Importation of girl from foreign country,auto,"matched via content overlap: country, foreign, from"
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",367,"Kidnapping or abducting in order to subject a person to grievous hurt, slavery, etc.",auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person.",368,Concealing or keeping in confinement a kidnapped person,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person.",369,Kidnapping or abducting a child with intent to take property from the person of such child,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,10,"Punishment of person guilty of one of several offences, judgment stating that it is doubtful of which.",37,Co-operation by doing one of several acts constituting an offence,auto,matched via content overlap: several
ipc_to_bns,142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person.",370,Trafficking of person,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,140,"Kidnapping or abducting in order to murder or for ransom, etc.",370a,Exploitation of a trafficked child,auto,"matched via shared concepts: abduction, kidnapping"
ipc_to_bns,145,Habitual dealing in slaves.,371,Habitual dealing in slaves,auto,"matched via content overlap: deal, habitual, slav"
ipc_to_bns,98,"Selling child for purposes of prostitution, etc.",372,"Selling or letting to hire a minor for purposes of prostitution, etc.",auto,"matched via content overlap: prostitution, purpos, sell"
ipc_to_bns,99,"Buying child for purposes of prostitution, etc",373,Buying or obtaining possession of a minor for the same purposes,auto,"matched via content overlap: buy, obtain, purpos"
ipc_to_bns,146,Unlawful compulsory labour.,374,Unlawful compulsory labour,auto,"matched via content overlap: compulsory, labour, unlawful"
ipc_to_bns,63,Rape.,375,"A man is said to commit “rape” if he— penetrates his penis, to any extent, into the vag...",auto,matched via shared concepts: rape
ipc_to_bns,64,Punishment for rape.,376,Rape,auto,matched via shared concepts: rape
ipc_to_bns,66,Punishment for causing death or resulting in persistent vegetative state of victim,376a,Person committing an offence of rape and inflicting injury which causes death or causes the woman to be in a persistent vegetative state,auto,"matched via content overlap: death, persistent, rape"
ipc_to_bns,63,Rape.,376ab,"\""Whoever, commits rape on a woman under twelve years of age shall be punished with rigo...",auto,matched via content overlap: rape
ipc_to_bns,67,Sexual intercourse by husband upon his wife during separation.,376b,Sexual intercourse by husband upon his wife during separation,auto,"matched via content overlap: dur, husband, intercourse"
ipc_to_bns,68,Sexual intercourse by a person in authority.,376c,Sexual intercourse by a person in authority,auto,"matched via content overlap: authority, intercourse, sexual"
ipc_to_bns,70,Gang rape.,376d,Gang rape,auto,matched via shared concepts: rape
ipc_to_bns,71,Punishment for repeat offenders.,376e,Repeat offenders,auto,matched via shared concepts: rape
ipc_to_bns,303,Theft,378,commit theft,auto,matched via shared concepts: theft
ipc_to_bns,306,Theft by clerk or servant of property in possession of master.,379,Theft,auto,matched via shared concepts: theft
ipc_to_bns,61,Criminal conspiracy.,38,Persons concerned in criminal act may be guilty of different offences,auto,matched via content overlap: criminal
ipc_to_bns,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc.",380,"Theft in a building, tent or vessel",auto,matched via shared concepts: theft
ipc_to_bns,306,Theft by clerk or servant of property in possession of master.,381,Theft by clerk or servant of property in possession of master or employer,auto,matched via shared concepts: theft
ipc_to_bns,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft.",382,"Theft, after preparation having been made for causing death, or hurt, or restraint or fear of death, or of hurt or of restraint, in order to the committing of such theft, or to retiring after committing it, or to retaining property taken by it",auto,matched via shared concepts: theft
ipc_to_bns,308,Extortion.,383,"Intentionally puts any person in fear of any injury to that person, or to any other",auto,matched via shared concepts: extortion
ipc_to_bns,308,Extortion.,384,Extortion,auto,matched via shared concepts: extortion
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",386,extortion by putting a person in fear of death or grievous hurt,auto,"matched via content overlap: death, grievou, hurt"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",387,Putting or attempting to put a person in fear of death or grievous hurt in order to commit extortion,auto,"matched via content overlap: attempt, death, grievou"
ipc_to_bns,55,Abetment of offence punishable with death or imprisonment for life.,388,"Extortion by threat of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years.",auto,"matched via content overlap: death, imprisonment, life"
ipc_to_bns,58,Concealing design to commit offence punishable with death or imprisonment for life.,389,"Putting a person in fear of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years in order to commit extortion.",auto,"matched via content overlap: death, imprisonment, life"
ipc_to_bns,115,Voluntarily causing hurt.,39,“Voluntarily”,auto,matched via content overlap: voluntarily
ipc_to_bns,309,Robbery,390,In all robbery there is either theft or extortion. When theft is robbery — Theft is “ro...,auto,matched via shared concepts: robbery
ipc_to_bns,310,Dacoity,391,commit “dacoity”,auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",392,Robbery,auto,matched via shared concepts: robbery
ipc_to_bns,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,393,Attempt to commit robbery,auto,matched via shared concepts: robbery
ipc_to_bns,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,394,"Person voluntarily causing hurt in committing or attempting to commit robbery, or any other person jointly concerned in such robbery",auto,matched via shared concepts: robbery
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",395,Dacoity,auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",396,Murder in Dacoity,auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",397,"Robber or Dacoity, with attempt to cause death or grievous hurt",auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,398,Attempt to commit robbery or Dacoity when armed with deadly weapons,auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,399,Making preparation to commit Dacoity,auto,"matched via shared concepts: dacoity, robbery"
ipc_to_bns,1,"Short title, commencement and application",4,Extension of Code to extra-territorial offences,auto,"matched via content overlap: extra, territorial"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",400,Belonging to a gang of persons associated for the purpose of habitually committing Dacoity,auto,matched via shared concepts: dacoity
ipc_to_bns,313,"Punishment for belonging to gang of robbers, etc.",401,Belonging to a wandering gang of persons associated for the purpose of habitually committing thefts,auto,"matched via content overlap: belong, gang, theft"
ipc_to_bns,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",402,Being one of five or more persons assembled for the purpose of committing Dacoity,auto,matched via shared concepts: dacoity
ipc_to_bns,314,Dishonest misappropriation of property.,403,"Dishonest misappropriation of movable property, or converting it to oneâ€™s own use",auto,"matched via content overlap: dishonest, misappropriation, movable"
ipc_to_bns,315,Dishonest misappropriation of property possessed by deceased person at the time of his death.,404,"Dishonest misappropriation of property, knowing that it was in possession of a deceased person at his death, and that it has not since been in the possession of any person legally entitled to it",auto,"matched via content overlap: death, deceased, dishonest"
ipc_to_bns,316,Criminal breach of trust.,405,"Whoever, being in any manner entrusted with property, or with any dominion over propert...",auto,matched via shared concepts: criminal-breach-of-trust
ipc_to_bns,316,Criminal breach of trust.,406,Criminal breach of trust,auto,matched via shared concepts: criminal-breach-of-trust
ipc_to_bns,316,Criminal breach of trust.,407,"Criminal breach of trust by a carrier, wharfinger, etc.",auto,matched via shared concepts: criminal-breach-of-trust
ipc_to_bns,316,Criminal breach of trust.,408,Criminal breach of trust by a clerk or servant,auto,matched via shared concepts: criminal-breach-of-trust
ipc_to_bns,316,Criminal breach of trust.,409,"Criminal breach of trust by public servant or by banker, merchant or agent, etc.",auto,matched via shared concepts: criminal-breach-of-trust
ipc_to_bns,2,Definitions,41,“Special law”,manual,manual mapping: IPC definition (special law) → BNS §2 Definitions
ipc_to_bns,303,Theft,410,"Property, the possession whereof has been transferred by theft, or by extortion, or by ...",auto,"matched via content overlap: property, theft"
ipc_to_bns,334,Dishonestly breaking open receptacle containing property.,411,Dishonestly receiving stolen property knowing it to be stolen,auto,"matched via content overlap: dishonestly, property"
ipc_to_bns,317,Stolen property.,412,"Dishonestly receiving stolen property, knowing that it was obtained by Dacoity",auto,"matched via content overlap: dacoity, property, receiv"
ipc_to_bns,252,"Taking gift to help to recover stolen property, etc.",413,Habitually dealing in stolen property,auto,"matched via content overlap: property, stolen"
ipc_to_bns,317,Stolen property.,414,"Assisting in concealment or disposal of stolen property, knowing it to be stolen",auto,matched via shared concepts: stolen-property
ipc_to_bns,318,Cheating,415,“cheat”,auto,matched via shared concepts: cheating
ipc_to_bns,318,Cheating,416,A person is said to “cheat by personation” if he cheats by pretending to be some other ...,auto,matched via shared concepts: cheating
ipc_to_bns,319,Cheating by personation.,417,Cheating,auto,matched via shared concepts: cheating
ipc_to_bns,102,Culpable homicide by causing death of person other than person whose death was intended.,418,"Cheating a person whose interest the offender was bound, either by law or by legal contract, to protect",auto,"matched via content overlap: offender, whose"
ipc_to_bns,319,Cheating by personation.,419,Cheating by personation,auto,matched via shared concepts: cheating
ipc_to_bns,2,Definitions,42,“Local law”,manual,manual mapping: IPC definition (local law) → BNS §2 Definitions
ipc_to_bns,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",420,"Cheating and there by dishonestly inducing delivery of property, or the making, alteration or destruction of a valuable security",auto,"matched via content overlap: destruction, security, valuable"
ipc_to_bns,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors.,421,"Fraudulent removal or concealment of property etc., to prevent distribution among creditors",auto,"matched via content overlap: among, concealment, creditor"
ipc_to_bns,321,Dishonestly or fraudulently preventing debt being available for creditors.,422,Fraudulently preventing from being made available for his creditors a debt or demand due to the offender,auto,"matched via content overlap: available, being, creditor"
ipc_to_bns,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration.,423,Fraudulent execution of deed of transfer containing a false statement of consideration,auto,"matched via content overlap: consideration, contain, deed"
ipc_to_bns,323,Dishonest or fraudulent removal or concealment of property.,424,"Fraudulent removal or concealment of property of himself or any other person or assisting in the doing thereof, or dishonestly releasing any demand or claim to which he is entitled",auto,"matched via content overlap: claim, concealment, fraudulent"
ipc_to_bns,324,Mischief,425,"With intent to cause, or knowing that he is likely to cause, wrongful loss or damage to the public or to any person",auto,matched via shared concepts: mischief
ipc_to_bns,325,Mischief by killing or maiming animal.,426,Mischief,auto,matched via shared concepts: mischief
ipc_to_bns,324,Mischief,427,"Mischief, and thereby causing damage to the amount of 50 rupees or upwards",auto,matched via shared concepts: mischief
ipc_to_bns,325,Mischief by killing or maiming animal.,428,"Mischief by killing, poisoning, maiming or rendering useless any animal of the value of 10 rupees or upwards",auto,matched via shared concepts: mischief
ipc_to_bns,325,Mischief by killing or maiming animal.,429,"Mischief by killing poisoning maiming or rendering useless any elephant, camel, horse, etc., whatever may be its value or any other animal of the value of 50 rupees or upwards",auto,matched via shared concepts: mischief
ipc_to_bns,2,Definitions,43,“Illegal”. “Legally bound to do ”,manual,manual mapping: IPC definition (illegal / legally bound) → BNS §2 Definitions
ipc_to_bns,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc.",430,"Mischief by causing diminution of supply of water for agricultural purposes, etc.",auto,matched via shared concepts: mischief
ipc_to_bns,219,Obstructing sale of property offered for sale by authority of public servant.,431,"Mischief by injury to public road, bridge, navigable river, or navigable channel and rendering it impassable or less safe for travelling or conveying property",auto,matched via content overlap: property
ipc_to_bns,326,"Mischief by injury, inundation, fire or explosive substance, etc.",432,Mischief by causing inundation or obstruction to public drainage attended with damage,auto,matched via shared concepts: mischief
ipc_to_bns,325,Mischief by killing or maiming animal.,433,"Mischief by destroying or moving or rendering less useful a lighthouse or sea-mark, or by exhibiting false lights",auto,matched via shared concepts: mischief
ipc_to_bns,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",434,"Mischief by destroying or moving, etc., a landmark fixed by public authority",auto,matched via shared concepts: mischief
ipc_to_bns,326,"Mischief by injury, inundation, fire or explosive substance, etc.",435,"Mischief by fire or explosive substance with intent to cause damage to an amount of 100 rupees or upwards, or, in case of agricultural produce, 10 rupees or upwards",auto,matched via shared concepts: mischief
ipc_to_bns,326,"Mischief by injury, inundation, fire or explosive substance, etc.",436,Mischief by fire or explosive substance with intent to destroy house etc.,auto,matched via shared concepts: mischief
ipc_to_bns,327,"Mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden.",437,Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,auto,matched via shared concepts: mischief
ipc_to_bns,326,"Mischief by injury, inundation, fire or explosive substance, etc.",438,The mischief described in the last section when committed by fire or any explosive substance,auto,matched via shared concepts: mischief
ipc_to_bns,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc.",439,"Running vessel ashore with intent to commit theft, etc.",auto,matched via shared concepts: mischief
ipc_to_bns,2,Definitions,44,“Injury”,manual,manual mapping: IPC definition (injury) → BNS §2 Definitions
ipc_to_bns,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft.",440,"Mischief committed after preparation made for causing death, or hurt, etc.",auto,"matched via content overlap: after, death, hurt"
ipc_to_bns,329,Criminal trespass and house-trespass.,441,commit “criminal trespass”,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,329,Criminal trespass and house-trespass.,442,commit “house-trespass”,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,330,House-trespass and hous-ebreaking.,443,commit “lurking house-trespass”,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,330,House-trespass and hous-ebreaking.,444,commit ?lurking house-trespass by night?,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,330,House-trespass and hous-ebreaking.,445,A person is said to commit “house-breaking” who commits house-trespass if he effects hi...,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,330,House-trespass and hous-ebreaking.,446,commit ?house-breaking by night?,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,447,Criminal trespass,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,448,House-trespass,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,332,House-trespass in order to commit offence.,449,House-trespass in order to the commission of an offence punishable with death,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,2,Definitions,45,“Life”,manual,manual mapping: IPC definition (life) → BNS §2 Definitions
ipc_to_bns,58,Concealing design to commit offence punishable with death or imprisonment for life.,450,House-trespass in order to the commission of an Offence punishable with imprisonment for life,auto,"matched via content overlap: imprisonment, life"
ipc_to_bns,332,House-trespass in order to commit offence.,451,House-trespass in order to the commission of an Offence punishable with imprisonment,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,333,"House-trespass after preparation for hurt, assault or wrongful restraint.",452,"House-trespass, having made preparation for causing hurt, assault, etc.",auto,matched via shared concepts: criminal-trespass
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,453,Lurking house trespass or house-breaking,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,332,House-trespass in order to commit offence.,454,Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,333,"House-trespass after preparation for hurt, assault or wrongful restraint.",455,"Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",auto,matched via shared concepts: criminal-trespass
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,456,Lurking house-trespass or house-breaking by night,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,332,House-trespass in order to commit offence.,457,Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,333,"House-trespass after preparation for hurt, assault or wrongful restraint.",458,"Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",auto,matched via shared concepts: criminal-trespass
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,459,Grievous hurt caused whilst committing lurking house-trespass or house-breaking,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,38,When right of private defence of body extends to causing death.,46,“Death”,auto,matched via content overlap: death
ipc_to_bns,331,Punishment for house-trespass or house-breaking.,460,"Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",auto,matched via shared concepts: criminal-trespass
ipc_to_bns,334,Dishonestly breaking open receptacle containing property.,461,Dishonestly breaking Open or unfastening any closed receptacle containing or supposed to contain property,auto,matched via shared concepts: criminal-trespass
ipc_to_bns,350,Making a false mark upon any receptacle containing goods.,462,"Being entrusted with any closed receptacle containing or supposed to contain any property, and fraudulently opening the same",auto,"matched via content overlap: contain, property, receptacle"
ipc_to_bns,335,Making a false document.,463,"Makes any false document or part of a document with intent to cause damage or injury, to the public or to any person",auto,matched via shared concepts: forgery
ipc_to_bns,335,Making a false document.,464,"A person is said to make a false document: Who dishonestly or fraudulently makes, signs...",auto,matched via shared concepts: forgery
ipc_to_bns,338,"Forgery of valuable security, will, etc.",465,Forgery,auto,matched via shared concepts: forgery
ipc_to_bns,337,"Forgery of record of Court or of public register, etc.",466,"Forgery of a record of a court of Justice or of a Registrar of Births, etc., kept by a public servant",auto,matched via shared concepts: forgery
ipc_to_bns,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",467,"Forgery of a valuable security, will or authority to make or transfer any valuable security, or to receive any money, etc.",auto,matched via shared concepts: forgery
ipc_to_bns,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338.",468,Forgery for the purpose of cheating,auto,matched via shared concepts: forgery
ipc_to_bns,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material.",469,Forgery for the purpose of harming the reputation of any person or knowing that it is likely to be used for that purpose,auto,matched via shared concepts: forgery
ipc_to_bns,2,Definitions,47,“Animal”,manual,manual mapping: IPC definition (animal) → BNS §2 Definitions
ipc_to_bns,335,Making a false document.,470,A false document made wholly or in part by forgery is designated ?a forged document?.,auto,matched via shared concepts: forgery
ipc_to_bns,339,"Having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine.",471,Using as genuine a forged document which is known to be forged,auto,matched via shared concepts: forgery
ipc_to_bns,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338.",472,"Making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable under section 467 of the Indian Penal Code, or possessing with like intent any such seal, plate, etc. knowing the same to be counterfeit",auto,matched via shared concepts: forgery
ipc_to_bns,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338.",473,"Making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable otherwise than under section 467 of the Indian Penal Code, or possessing with like intent any such seal plate, etc., knowing the same to be counterfeit",auto,matched via shared concepts: forgery
ipc_to_bns,339,"Having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine.",474,"Having possession of a document, knowing it to be forged, with intent to use it as genuine; If the document is one of the description mentioned in section 466 of the Indian Penal Code",auto,matched via shared concepts: forgery
ipc_to_bns,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material.",475,"Counterfeiting a device or mark used for authenticating documents described in section 467 of the Indian Penal Code, or possessing counterfeit marked material",auto,matched via shared concepts: forgery
ipc_to_bns,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material.",476,"Counterfeiting a device or mark used for authenticating documents other than those described in section 467 of the Indian Penal Code, or possessing counterfeit marked material",auto,matched via shared concepts: forgery
ipc_to_bns,338,"Forgery of valuable security, will, etc.",477,"Fraudulently destroying or defacing, or attempting to destroy or deface, or secreting, a will, etc.",auto,matched via shared concepts: forgery
ipc_to_bns,344,Falsification of accounts.,477a,Falsification of accounts,auto,matched via shared concepts: forgery
ipc_to_bns,345,Property mark.,478,"Repealed by the Trade and Merchandise Marks Act, 1958 (43 of 1958), S. 135 and Sch.",auto,matched via shared concepts: property-mark
ipc_to_bns,345,Property mark.,479,a property mark,auto,matched via shared concepts: property-mark
ipc_to_bns,2,Definitions,48,“Vessel”,manual,manual mapping: IPC definition (vessel) → BNS §2 Definitions
ipc_to_bns,345,Property mark.,480,"Repealed by the Trade and Merchandise Marks Act, 1958 (43 of 1958), S. 135 and Sch.",auto,matched via shared concepts: property-mark
ipc_to_bns,345,Property mark.,481,use a false property mark,auto,matched via shared concepts: property-mark
ipc_to_bns,346,Tampering with property mark with intent to cause injury.,482,Using a false property mark with intent to deceive or injure any person,auto,matched via shared concepts: property-mark
ipc_to_bns,346,Tampering with property mark with intent to cause injury.,483,"Counterfeiting a property mark used by another, with intent to cause damage or injury",auto,matched via shared concepts: property-mark
ipc_to_bns,347,Counterfeiting a property mark.,484,"Counterfeiting a property mark used by a public servant, or any mark used by him to denote the manufacture, quality, etc., of any property",auto,matched via shared concepts: property-mark
ipc_to_bns,348,Making or possession of any instrument for counterfeiting a property mark.,485,"Fraudulently making or having possession of any die, plate or other instrument for counterfeiting any public or private property mark",auto,matched via shared concepts: property-mark
ipc_to_bns,349,Selling goods marked with a counterfeit property mark.,486,Knowingly selling goods marked with a counterfeit property mark,auto,matched via shared concepts: property-mark
ipc_to_bns,350,Making a false mark upon any receptacle containing goods.,487,"Fraudulently marking a false mark upon any package or receptacle containing goods, with intent to cause it to be believed that it contains goods which it does not contain, etc.",auto,matched via shared concepts: property-mark
ipc_to_bns,350,Making a false mark upon any receptacle containing goods.,488,Making use of any such false mark,auto,matched via shared concepts: property-mark
ipc_to_bns,346,Tampering with property mark with intent to cause injury.,489,Removing destroying or defacing property mark with intent to cause injury,auto,matched via shared concepts: property-mark
ipc_to_bns,182,Making or using documents resembling currency-notes or bank-notes.,489a,Counterfeiting currency-notes or bank-notes,auto,"matched via content overlap: bank, counterfeit, currency"
ipc_to_bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",489b,Using as genuine forged or counterfeit currency-notes or bank-notes,auto,"matched via content overlap: bank, counterfeit, currency"
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",489c,Possession of forged or counterfeit currency-notes or bank-notes,auto,"matched via content overlap: bank, counterfeit, currency"
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",489d,"Making or possessing machinery, instrument or material for forging or counterfeiting currency-notes or bank-notes",auto,"matched via content overlap: bank, counterfeit, currency"
ipc_to_bns,182,Making or using documents resembling currency-notes or bank-notes.,489e,Making or using documents resembling currency-notes or bank-notes,auto,"matched via content overlap: bank, currency, document"
ipc_to_bns,2,Definitions,49,“Year”. “Month”,manual,manual mapping: IPC definition (year/month) → BNS §2 Definitions
ipc_to_bns,357,Breach of contract to attend on and supply wants of helpless person.,491,"Being bound to attend on or supply the wants of a person who is helpless from youth, unsoundness of mind or disease, and voluntarily omitting to do so",auto,"matched via content overlap: attend, helples, mind"
ipc_to_bns,316,Criminal breach of trust.,492,"Repealed by the Workmen?s Breach of Contract (Repealing) Act, 1925 (3 of 1925), s. 2 an...",auto,matched via content overlap: breach
ipc_to_bns,84,Enticing or taking away or detaining with criminal intent a married woman.,493,A man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief,auto,"matched via content overlap: married, woman"
ipc_to_bns,82,Marrying again during lifetime of husband or wife.,494,Marrying again during the life-time of a husband or wife,auto,"matched via content overlap: again, dur, husband"
ipc_to_bns,50,Punishment of abetment if person abetted does act with different intention from that of abettor.,495,Same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted,auto,matched via content overlap: from
ipc_to_bns,50,Punishment of abetment if person abetted does act with different intention from that of abettor.,496,A person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married,auto,matched via content overlap: that
ipc_to_bns,85,Husband or relative of husband of a woman subjecting her to cruelty.,497,Adultery,manual,manual mapping: adultery repealed (2018); nearest marriage offence is cruelty
ipc_to_bns,84,Enticing or taking away or detaining with criminal intent a married woman.,498,Enticing or taking away or detaining with a criminal intent a married woman,auto,"matched via content overlap: away, criminal, detain"
ipc_to_bns,86,Husband or relative of husband of a woman subjecting her to cruelty.,498a,Punishment for subjecting a married woman to Cruelty,manual,manual correction: Cruelty -> BNS §86
ipc_to_bns,356,Defamation,499,"By words either spoken or intended to be read, or by signs or by visible representations",auto,matched via shared concepts: defamation
ipc_to_bns,221,Obstructing public servant in discharge of public functions.,500,Defamation against the President or the Vice-president or the Governor of a State or Administrator of a Union Territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor,auto,"matched via content overlap: discharge, function"
ipc_to_bns,221,Obstructing public servant in discharge of public functions.,501,Printing or engraving matter knowing it to be defamatory against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor,auto,"matched via content overlap: discharge, function"
ipc_to_bns,221,Obstructing public servant in discharge of public functions.,502,"Sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor",auto,"matched via content overlap: discharge, function"
ipc_to_bns,351,Criminal intimidation.,503,"Threatens another with any injury to his person, reputation or property",auto,matched via shared concepts: criminal-intimidation
ipc_to_bns,352,Intentional insult with intent to provoke breach of peace.,504,Insult intended to provoke breach of the peace,auto,matched via shared concepts: criminal-intimidation
ipc_to_bns,352,Intentional insult with intent to provoke breach of peace.,505,"False statement, rumour, etc., circulated with intent to cause mutiny or offence against the public peace",auto,matched via shared concepts: criminal-intimidation
ipc_to_bns,351,Criminal intimidation.,506,Criminal intimidation,auto,matched via shared concepts: criminal-intimidation
ipc_to_bns,131,Punishment for assault or criminal force otherwise than on grave provocation.,507,Criminal intimidation by Anonymous communication or having taken precaution to conceal whence the threat comes,auto,matched via content overlap: criminal
ipc_to_bns,354,Act caused by inducing person to believe that he will be rendered an object of Divine displeasure.,508,Act caused by inducing a person to believe that he will be rendered an object of Divine displeasure,auto,"matched via content overlap: displeasure, divine, induc"
ipc_to_bns,79,"Word, gesture or act intended to insult modesty of a woman.",509,"Uttering any word or making any gesture intended to insult the modesty of a woman, etc.",auto,"matched via content overlap: gesture, insult, intended"
ipc_to_bns,2,Definitions,51,“Oath”,manual,manual mapping: IPC definition (oath) → BNS §2 Definitions
ipc_to_bns,355,Misconduct in public by a drunken person.,510,"Appearing in a public Place, etc., in a State of intoxication, and causing annoyance to any person",auto,"matched via content overlap: annoyance, intoxication"
